name,price
Python程序设计,62.40
正版包邮 Python金融实战,50.00
正版现货 Python游戏编程快速上手 python游戏编程教程书籍,45.80
包邮 精通Scrapy网络爬虫+Python爬虫开发与项目实战 2本,102.80
Python爬虫开发与项目实战 范传辉编 计算机与互联网 书籍,59.20
Python网络爬虫从入门到实践 唐松陈智铨编 计算机与互联网 书籍,36.70
Python数据科学指南 计算机与互联网 书籍,57.60
包邮 跟老齐学Python：Django实战 齐伟 Django开发实战教程书籍,52.60
精通Python设计模式,29.00
Selenium WebDriver3.0 自动化测试框架实战指南 python语言版,49.50
趣学Python——教孩子学编程+父与子的编程之旅:与小卡特一起学Python  2本,92.00
Python高级编程(第2版) 计算机与互联网 书籍,67.60
Python数据抓取技术与实战,35.00
Python数据分析基础（影印版 英文版）,62.40
数据结构 Python语言描述,48.30
Python 3 基础教程 Python核心编程 Python入门自学,30.60
Python机器学习算法 赵志勇 计算机与互联网 书籍,55.90
PySpark实战指南：利用Python和Spark构建数据密集型应用并…|6877019,36.80
Python网络爬虫从入门到实践 python数据抓取技术教程书籍 python网络爬虫,35.00
Python数据科学导论,48.70
【新华书店】 零起点Python大数据与量化交易 RT,49.50
ABAQUS Python二次开发攻略 CAE分析大系,50.80
Keras快速上手：基于Python的深度学习实战,78.20
Python基础教程(第2版 修订版)+Python核心编程 第3版 Python学习畅,135.30
Python数据挖掘入门与实践 计算机与互联网 书籍,41.20
Python编程实战：运用设计模式、并发和程序库创建高质量程序 计算机与…|3770418,44.80
Python学习从入门到实践+Python机器学习及实践从零开始通往Kaggle竞赛之路,72.50
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,48.70
Python基础教程(第2版·修订版) 编程语言入门自学图书 赠送源代码 人民邮电正版授权,56.80
Python 黑帽子：黑客与渗透测试编程之道,43.40
深入浅出深度学习：原理剖析与Python实践,62.40
贝叶斯思维 统计建模的Python学习法,38.70
Python数据分析与数据化运营,78.20
零基础入门学习Python 实用·好玩·参与 程序设计核心编程学习手册,35.00
Python Qt GUI快速编程：PyQt编程指南,62.40
图灵程序设计丛书·Flask Web开发：基于Python的Web应用开发实战,46.60
Python与数据挖掘,38.70
Python数据分析,46.60
像计算机科学家一样思考Python 第2版,38.70
Python设计模式 第2版,30.80
机器人Python极客编程入门与实战,46.60
Python基础教程(第2版 修订版) 计算机与互联网 书籍,60.00
Python学习手册:第4版 计算机与互联网 书箱|197976,77.40
Python全栈数据工程师养成攻略（视频讲解版）,47.20
零起点Python机器学习快速入门,46.60
精通Python自然语言处理,46.60
Python高效开发实战：Django、Tornado、Flask、Twisted,70.30
OpenCV 3计算机视觉：Python语言实现（原书第2版）,38.70
Python机器学习经典实例,46.60
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,38.70
Python大战机器学习：数据科学家的第一个小目标,54.50
Python树莓派编程,38.70
Python机器学习实践：测试驱动的开发方法,46.60
从Python新手到Django架站高手（套装共2册）,134.30
Python网络编程（第3版）,62.40
Python性能分析与优化,35.60
跟老齐学Python：轻松入门,46.60
华章程序员书库·Python编程实战：运用设计模式、并发和程序库创建高质量程序,53.60
父与子的编程之旅 与小卡特一起学Python 计算机与互联网 书籍,48.30
图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）,38.70
Python3面向对象编程（第2版 影印版 英文版）,69.50
零基础学Python（图文版）,54.50
精通Python设计模式,35.50
Python机器学习（影印版）,68.70
趣学Python：教孩子学编程,41.60
Python袖珍指南（第5版）,29.10
Python面向对象编程指南,62.40
Python网络爬虫从入门到实践,38.70
流利的Python语言（影印版 英文版）,93.20
Python机器学习入门（影印版 英文版）,70.30
Python地理空间分析指南（第2版）,62.30
算法图解 算法入门基础图书 代码示例基于Python 熟练掌握算法设计与分析,39.00
零基础学Python,62.40
计算机科学丛书：Python语言程序设计,62.40
Python程序设计入门到实战,55.20
算法图解,37.90
Python数据科学入门,38.70
Python Web开发 测试驱动方法,78.20
预测分析：Python语言实现,46.60
零起点Python足彩大数据与机器学习实盘分析,78.20
趣学Python编程,35.50
Python可以这样学,55.20
Python地理数据处理,62.30
Python程序设计开发宝典,54.50
Python金融实战,62.40
21天学通Python,47.20
Python数据可视化编程实战,38.70
Python编程入门（第3版）,30.80
Python高级编程,39.30
Python数据挖掘：概念、方法与实践,46.60
Python项目开发实战,47.20
ABAQUS Python二次开发攻略 CAE分析大系,47.20
Python数据分析实战,62.40
Python语言在Abaqus中的应用（附CD-ROM光盘1张）,37.90
Python科学计算基础教程,38.70
Python物理建模初学者指南,46.60
Python全栈开发实践入门,54.50
从零开始学Python程序设计,65.20
Python程序设计案例课堂,55.20
机器学习系统设计：Python语言实现,46.60
Python极客项目编程,54.50
Python数据挖掘入门与实践,46.60
Python新手使用Django架站的16堂课,70.30
编写高质量代码：改善Python程序的91个建议,46.60
Python项目开发实战（第2版）,62.40
NLTK基础教程 用NLTK和Python库构建机器学习应用,38.70
Python漫游指南（影印版 英文版）,71.50
面向ArcGIS的Python脚本编程,38.70
基于ArcGIS的Python编程秘笈（第2版）,54.50
树莓派Python编程入门与实战（第2版）,54.50
Python网络数据采集 计算机与互联网 书籍,41.30
Python 语言构建机器学习系统 第2版（影印版）,53.70
流畅的Python 编程教程书籍 人民邮电出版社,98.00
Python核心编程 第3版(第3版) 美卫斯理春 计算机与互联网 书籍,79.20
Python并行编程参考手册（影印版）,52.10
Python 网络爬虫实战,46.60
Python基础教程(第2版·修订版) 编程语言入门自学图书 赠送源代码 人民邮电正版授权,56.80
Python设计模式 第2版,30.80
Python数据处理（影印版 英文版）,78.00
包邮  Python机器学习实践指南 程序设计 python书籍,36.80
Python游戏编程快速上手 第4版,54.50
Python数据处理 计算机与互联网 书籍,72.20
Python核心编程 第3版 英文版,78.20
Python爬虫开发与项目实战 计算机与互联网 书箱|5894193,51.40
利用Python进行数据分析 麦金尼 计算机与互联网 书籍,62.30
从芯片到云端：Python物联网全栈开发实践 计算机与互联网 书箱|6785177,86.90
Python数据分析与挖掘实战 计算机与互联网 书箱|4894338,44.80
华章程序员书库·Python编程实战：运用设计模式、并发和程序库创建高质量程序,53.60
机器人Python极客编程入门与实战,46.60
Python基础教程(第2版 修订版) 计算机与互联网 书籍,60.00
Python学习手册:第4版 计算机与互联网 书箱|197976,77.40
Python全栈数据工程师养成攻略（视频讲解版）,47.20
零起点Python机器学习快速入门,46.60
精通Python自然语言处理,46.60
包邮 量化交易之路+Python机器学习快速入门+大数据与量化交易+量化投资 4本,258.60
跟老齐学Python：轻松入门 计算机与互联网 书箱|5395126,47.20
Python和Pygame游戏开发指南,46.60
图灵程序设计丛书：Python网络编程攻略,35.50
Python编程与问题求解/国外计算机科学经典教材,52.00
Python密码学编程,54.50
Python Linux系统管理与自动化运维 计算机与互联网 书箱|6550978,62.30
包邮 流畅的Python python语言编程教程书籍 python代码大全,89.80
Python性能分析与优化,35.60
跟老齐学Python：轻松入门,46.60
父与子的编程之旅 与小卡特一起学Python 计算机与互联网 书籍,48.30
预测分析建模：Python与R语言实现,62.40
Python编程快速上手 让繁琐工作自动化 计算机与互联网 书籍,46.90
Python 3 基础教程 Python核心编程 Python入门自学,30.60
Python机器学习算法 赵志勇 计算机与互联网 书籍,55.90
PySpark实战指南：利用Python和Spark构建数据密集型应用并…|6877019,36.80
Python网络爬虫从入门到实践 python数据抓取技术教程书籍 python网络爬虫,35.00
Python数据科学导论,48.70
【新华书店】 零起点Python大数据与量化交易 RT,49.50
ABAQUS Python二次开发攻略 CAE分析大系,50.80
Keras快速上手：基于Python的深度学习实战,78.20
Python基础教程(第2版 修订版)+Python核心编程 第3版 Python学习畅,135.30
Python数据挖掘入门与实践 计算机与互联网 书籍,41.20
Python编程实战：运用设计模式、并发和程序库创建高质量程序 计算机与…|3770418,44.80
Python学习从入门到实践+Python机器学习及实践从零开始通往Kaggle竞赛之路,72.50
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,49.00
正版 中学生可以这样学Python董付国应根球Python语言简介SQLite数据库编程,36.20
Python高效开发实战 Django Tornado Flask Twisted 刘长,61.90
Python计算机视觉编程 计算机与互联网 书籍,55.20
Python爬虫开发与项目实战+Python网络数据采集+用Python写网络爬虫,136.80
包邮 Python零基础入门学习-水木书荟+C语言开发从入门到精通 2册,78.00
Python黑帽子 黑客与渗透测试编程之道 计算机与互联网 书籍,38.00
利用Python开源工具分析恶意代码,78.20
数据结构（Python语言描述）兰伯特 Python编程基础教程书籍,49.60
Python 网络爬虫实战+Python数据抓取技术与实战+用Python写网络爬虫共3本,115.00
机器人系统设计与制作：Python语言实现 计算机与互联网 书箱|5386910,38.40
Python全栈数据工程师养成攻略 视频讲解版 Python机器学习入门教程书籍,42.60
Web程序员成功之路：Python Web开发学习实录（附DVD-ROM光盘1张）,52.80
零起点Python大数据与量化交易 何海群 计算机与互联网 书籍,68.90
Python自动化运维：技术与zui佳实践 计算机与互联网 书箱|3804188,44.80
Python和HDF5大数据应用 计算机与互联网 书籍,28.40
包邮现货 精通Python网络爬虫：核心技术、框架与项目实战,48.80
Selenium自动化测试之道 基于Python和Java语言+Selenium WebD,136.50
趣学Python 教孩子学编程 计算机与互联网 书籍,43.00
Python机器学习算法 Python语言编程教程书籍 python数据分析书籍,49.50
包邮PyQt5快速开发与实战+Python Qt GUI快速编程—PyQt编程指南,132.80
Python机器学习 预测分析核心算法 计算机与互联网 书籍,47.90
Python3.5从零开始学 刘宇宙编 计算机与互联网 书籍,44.20
Python程序设计基础 李东方 9787121302923,19.95
python语言程序设计基础 第2版嵩天 礼欣 黄天羽 教育部大+Python程序设计,76.40
Python编程快速上手 让繁锁工作自动化 python3.0编程从入门到实践 核心基础教,95.00
跟老齐学Python：Django实战 计算机与互联网 书箱|6646709,50.40
2本套 Python编程快速上手+核心编程(第3版) python3.0绝技核心编程基础教,178.40
包邮 从零开始学Python网络爬虫程序编程框架架构开发设计实战 数据采集分析技术书籍,43.90
Python语言及其应用 计算机与互联网 书籍,53.90
包邮Python Linux系统管理与自动化运维 Python Linux操作系统编程教程,66.00
包邮 Python金融大数据分析+利用Python进行数据分析,141.00
21天学通Python 刘凌霞郝宁波吴海涛编 计算机与互联网 书籍,44.20
